year,month,us_state,nerc_region,climate_region,climate_category,anomaly_level,outage_duration,cause_category,demand_loss_mw,customers_affected,total_price,total_sales,total_customers,poppct_urban,popden_urban,areapct_urban,util_realgsp,total_realgsp,util_contri,population,outage_start_datetime,outage_restoration_datetime
2012.0,8.0,Illinois,RFC,Central,normal,0.3,1120.0,severe weather,,325000.0,8.41,14063905.0,5694834.0,88.49,2877.6,7.11,12277,672840,1.82465370667618,12875167.0,2012-08-04 17:30:00,2012-08-05 12:10:00
2010.0,10.0,Illinois,RFC,Central,cold,-1.5,2100.0,severe weather,,127000.0,9.02,10746745.0,5654819.0,88.49,2877.6,7.11,11860,645733,1.83667243272374,12841249.0,2010-10-27 17:00:00,2010-10-29 04:00:00
2003.0,7.0,Illinois,SERC,Central,normal,0.1,960.0,severe weather,80.0,130000.0,7.61,13175400.0,5457799.0,88.49,2877.6,7.11,11973,622516,1.92332405914065,12556006.0,2003-07-05 03:00:00,2003-07-05 19:00:00
2011.0,6.0,Illinois,RFC,Central,normal,-0.3,450.0,severe weather,,169000.0,9.3,12154984.0,5682632.0,88.49,2877.6,7.11,12062,658012,1.83309726874282,12861882.0,2011-06-09 04:30:00,2011-06-09 12:00:00
2006.0,7.0,Illinois,RFC,Central,normal,0.1,1440.0,severe weather,,170519.0,7.94,14524133.0,5595528.0,88.49,2877.6,7.11,11611,666120,1.74307932504654,12643955.0,2006-07-17 21:00:00,2006-07-18 21:00:00
2011.0,2.0,Illinois,RFC,Central,cold,-1.0,1020.0,severe weather,,190000.0,8.84,11594099.0,5682632.0,88.49,2877.6,7.11,12062,658012,1.83309726874282,12861882.0,2011-02-01 21:00:00,2011-02-02 14:00:00
2011.0,7.0,Illinois,RFC,Central,normal,-0.3,0.0,severe weather,,500000.0,9.43,14759220.0,5682632.0,88.49,2877.6,7.11,12062,658012,1.83309726874282,12861882.0,2011-07-11 09:00:00,2011-07-11 09:00:00
2008.0,6.0,Illinois,RFC,Central,cold,-0.5,2010.0,severe weather,,125000.0,9.61,12545025.0,5691210.0,88.49,2877.6,7.11,12400,658018,1.88444693002319,12747038.0,2008-06-08 09:30:00,2008-06-09 19:00:00
2011.0,7.0,Illinois,SERC,Central,normal,-0.3,120.0,public appeal,,,9.43,14759220.0,5682632.0,88.49,2877.6,7.11,12062,658012,1.83309726874282,12861882.0,2011-07-21 13:00:00,2011-07-21 15:00:00
2009.0,5.0,Illinois,SERC,Central,normal,0.2,9230.0,severe weather,300.0,68800.0,9.25,10286783.0,5656559.0,88.49,2877.6,7.11,11136,639965,1.74009516145414,12796778.0,2009-05-08 13:30:00,2009-05-14 23:20:00
2012.0,2.0,Washington,WECC,Northwest,cold,-0.5,1240.0,intentional attack,,,7.09,8636742.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-02-14 19:20:00,2012-02-15 16:00:00
2011.0,12.0,Washington,WECC,Northwest,cold,-0.9,465.0,intentional attack,,,7.07,8852112.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-12-08 08:45:00,2011-12-08 16:30:00
2012.0,2.0,Washington,WECC,Northwest,cold,-0.5,0.0,intentional attack,,,7.09,8636742.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-02-11 08:55:00,2012-02-11 08:55:00
2010.0,12.0,Washington,WECC,Northwest,cold,-1.4,2460.0,severe weather,184.0,92090.0,6.97,8767319.0,3206587.0,84.05,2380.0,3.57,3749,357663,1.04819341111605,6743060.0,2010-12-18 05:00:00,2010-12-19 22:00:00
2014.0,1.0,Washington,WECC,Northwest,cold,-0.5,1183.0,intentional attack,,,7.29,9215371.0,3297238.0,84.05,2380.0,3.57,3356,386000,0.869430051813471,7063166.0,2014-01-23 21:17:00,2014-01-24 17:00:00
2015.0,8.0,Washington,WECC,Northwest,warm,1.4,8880.0,severe weather,250.0,250000.0,7.42,7190121.0,3340024.0,84.05,2380.0,3.57,3461,404972,0.854626986557095,7170351.0,2015-08-29 11:00:00,2015-09-04 15:00:00
2011.0,8.0,Washington,WECC,Northwest,cold,-0.6,394.0,intentional attack,,,6.69,7366208.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-08-09 10:26:00,2011-08-09 17:00:00
2012.0,4.0,Washington,WECC,Northwest,normal,-0.4,219.0,intentional attack,,,6.94,7565294.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-04-23 11:56:00,2012-04-23 15:35:00
2012.0,4.0,Washington,WECC,Northwest,normal,-0.4,487.0,intentional attack,,,6.94,7565294.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-04-19 07:53:00,2012-04-19 16:00:00
2015.0,5.0,Washington,WECC,Northwest,warm,0.8,19.0,islanding,275.0,,7.17,6609969.0,3340024.0,84.05,2380.0,3.57,3461,404972,0.854626986557095,7170351.0,2015-05-18 15:28:00,2015-05-18 15:47:00
2012.0,12.0,Washington,WECC,Northwest,normal,-0.2,28.0,intentional attack,0.0,0.0,7.08,8514890.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-12-03 12:02:00,2012-12-03 12:30:00
2011.0,6.0,Washington,WECC,Northwest,normal,-0.3,0.0,intentional attack,,,6.4,7334593.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-06-08 12:58:00,2011-06-08 12:58:00
2012.0,10.0,Washington,WECC,Northwest,normal,0.3,1.0,intentional attack,0.0,0.0,6.89,7044482.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-10-29 09:00:00,2012-10-29 09:01:00
2004.0,1.0,Washington,WECC,Northwest,normal,0.3,5340.0,severe weather,150.0,145000.0,5.96,7931284.0,2957979.0,84.05,2380.0,3.57,3596,306754,1.17227485216167,6178645.0,2004-01-07 00:00:00,2004-01-10 17:00:00
2006.0,11.0,Washington,WECC,Northwest,warm,0.9,8940.0,severe weather,180.0,63992.0,6.61,6636190.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-11-26 13:00:00,2006-12-02 18:00:00
2011.0,9.0,Washington,WECC,Northwest,cold,-0.8,467.0,intentional attack,,,6.74,6957091.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-09-01 08:13:00,2011-09-01 16:00:00
2011.0,12.0,Washington,WECC,Northwest,cold,-0.9,0.0,intentional attack,,,7.07,8852112.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-12-31 21:26:00,2011-12-31 21:26:00
2012.0,1.0,Washington,WECC,Northwest,cold,-0.7,1920.0,severe weather,1600.0,426000.0,7.06,8988060.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-01-19 07:00:00,2012-01-20 15:00:00
2012.0,3.0,Washington,WECC,Northwest,normal,-0.4,0.0,intentional attack,,,7.08,8373220.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-03-26 13:24:00,2012-03-26 13:24:00
2015.0,7.0,Washington,WECC,Northwest,warm,1.2,25.0,system operability disruption,200.0,,7.52,7372409.0,3340024.0,84.05,2380.0,3.57,3461,404972,0.854626986557095,7170351.0,2015-07-21 12:47:00,2015-07-21 13:12:00
2015.0,12.0,Washington,WECC,Northwest,warm,2.3,420.0,severe weather,115.0,76300.0,7.79,8593354.0,3340024.0,84.05,2380.0,3.57,3461,404972,0.854626986557095,7170351.0,2015-12-09 04:00:00,2015-12-09 11:00:00
2007.0,1.0,Washington,WECC,Northwest,warm,0.7,2040.0,severe weather,260.0,110433.0,6.43,8610778.0,3119436.0,84.05,2380.0,3.57,3561,354944,1.00325685178507,6461587.0,2007-01-16 02:00:00,2007-01-17 12:00:00
2012.0,3.0,Washington,WECC,Northwest,normal,-0.4,0.0,intentional attack,,,7.08,8373220.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-03-28 10:17:00,2012-03-28 10:17:00
2016.0,7.0,Washington,WECC,Northwest,normal,-0.3,1.0,intentional attack,0.0,0.0,6.89,7528230.5,3382664.0,84.05,2380.0,3.57,3504,420809,0.832681810512608,7280934.0,2016-07-13 13:00:00,2016-07-13 13:01:00
2011.0,9.0,Washington,WECC,Northwest,cold,-0.8,1423.0,intentional attack,,,6.74,6957091.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-09-24 16:17:00,2011-09-25 16:00:00
2011.0,11.0,Washington,WECC,Northwest,cold,-1.0,60.0,intentional attack,0.0,0.0,6.94,7642530.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-11-30 10:00:00,2011-11-30 11:00:00
2011.0,12.0,Washington,WECC,Northwest,cold,-0.9,1620.0,intentional attack,,,7.07,8852112.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-12-05 14:00:00,2011-12-06 17:00:00
2013.0,11.0,Washington,WECC,Northwest,normal,-0.3,3240.0,severe weather,,105000.0,7.22,7491167.0,3268677.0,84.05,2380.0,3.57,3647,374911,0.972764202704108,6973281.0,2013-11-02 00:00:00,2013-11-04 06:00:00
2011.0,8.0,Washington,WECC,Northwest,cold,-0.6,385.0,intentional attack,,,6.69,7366208.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-08-08 09:35:00,2011-08-08 16:00:00
2015.0,3.0,Washington,WECC,Northwest,warm,0.6,663.0,intentional attack,,,7.28,7840102.0,3340024.0,84.05,2380.0,3.57,3461,404972,0.854626986557095,7170351.0,2015-03-09 23:50:00,2015-03-10 10:53:00
2011.0,4.0,Washington,WECC,Northwest,cold,-0.5,123.0,intentional attack,0.0,0.0,6.7,7848762.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-04-19 14:01:00,2011-04-19 16:04:00
2011.0,9.0,Washington,WECC,Northwest,cold,-0.8,1276.0,intentional attack,,,6.74,6957091.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-09-29 18:44:00,2011-09-30 16:00:00
2016.0,3.0,Washington,WECC,Northwest,warm,1.6,1919.0,intentional attack,0.0,0.0,7.74,7797125.0,3382664.0,84.05,2380.0,3.57,3504,420809,0.832681810512608,7280934.0,2016-03-10 04:00:00,2016-03-11 11:59:00
2011.0,7.0,Washington,WECC,Northwest,normal,-0.3,440.0,intentional attack,,,6.65,7146468.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-07-20 09:10:00,2011-07-20 16:30:00
2006.0,2.0,Washington,WECC,Northwest,cold,-0.6,6690.0,severe weather,,140000.0,6.17,7731265.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-02-04 04:30:00,2006-02-08 20:00:00
2011.0,7.0,Washington,WECC,Northwest,normal,-0.3,0.0,intentional attack,,,6.65,7146468.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-07-28 19:25:00,2011-07-28 19:25:00
2012.0,2.0,Washington,WECC,Northwest,cold,-0.5,717.0,intentional attack,0.0,0.0,7.09,8636742.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-02-15 05:33:00,2012-02-15 17:30:00
2009.0,4.0,Washington,WECC,Northwest,normal,-0.1,1204.0,equipment failure,244.0,93300.0,6.55,7464557.0,3188963.0,84.05,2380.0,3.57,3533,351316,1.0056473374398,6667426.0,2009-04-23 16:25:00,2009-04-24 12:29:00
2012.0,4.0,Washington,WECC,Northwest,normal,-0.4,292.0,intentional attack,0.0,0.0,6.94,7565294.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-04-03 15:33:00,2012-04-03 20:25:00
2016.0,4.0,Washington,WECC,Northwest,warm,1.1,313.0,intentional attack,0.0,0.0,7.57,6785327.0,3382664.0,84.05,2380.0,3.57,3504,420809,0.832681810512608,7280934.0,2016-04-12 11:30:00,2016-04-12 16:43:00
2013.0,7.0,Washington,WECC,Northwest,normal,-0.3,1.0,intentional attack,,,7.03,7412771.0,3268677.0,84.05,2380.0,3.57,3647,374911,0.972764202704108,6973281.0,2013-07-12 10:00:00,2013-07-12 10:01:00
2012.0,12.0,Washington,WECC,Northwest,normal,-0.2,5.0,intentional attack,0.0,0.0,7.08,8514890.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-12-17 06:55:00,2012-12-17 07:00:00
2007.0,10.0,Washington,WECC,Northwest,cold,-1.1,6276.0,severe weather,,160000.0,6.51,6542025.0,3119436.0,84.05,2380.0,3.57,3561,354944,1.00325685178507,6461587.0,2007-10-18 15:00:00,2007-10-22 23:36:00
2011.0,2.0,Washington,WECC,Northwest,cold,-1.0,0.0,intentional attack,0.0,0.0,6.89,8486806.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-02-10 13:00:00,2011-02-10 13:00:00
2013.0,1.0,Washington,WECC,Northwest,normal,-0.4,74.0,intentional attack,,,7.19,9257152.0,3268677.0,84.05,2380.0,3.57,3647,374911,0.972764202704108,6973281.0,2013-01-28 16:46:00,2013-01-28 18:00:00
2012.0,1.0,Washington,WECC,Northwest,cold,-0.7,0.0,intentional attack,,,7.06,8988060.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-01-27 09:40:00,2012-01-27 09:40:00
2008.0,8.0,Washington,WECC,Northwest,normal,-0.3,248.0,public appeal,100.0,8000.0,6.49,6788884.0,3164915.0,84.05,2380.0,3.57,3666,359214,1.0205615594047,6562231.0,2008-08-15 12:52:00,2008-08-15 17:00:00
2011.0,7.0,Washington,WECC,Northwest,normal,-0.3,1.0,intentional attack,,,6.65,7146468.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-07-27 12:07:00,2011-07-27 12:08:00
2010.0,11.0,Washington,WECC,Northwest,cold,-1.4,2700.0,severe weather,420.0,123535.0,6.86,7309613.0,3206587.0,84.05,2380.0,3.57,3749,357663,1.04819341111605,6743060.0,2010-11-22 23:00:00,2010-11-24 20:00:00
2012.0,2.0,Washington,WECC,Northwest,cold,-0.5,25.0,intentional attack,,,7.09,8636742.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-02-24 11:24:00,2012-02-24 11:49:00
2011.0,2.0,Washington,WECC,Northwest,cold,-1.0,126.0,intentional attack,0.0,0.0,6.89,8486806.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-02-09 14:54:00,2011-02-09 17:00:00
2013.0,8.0,Washington,WECC,Northwest,normal,-0.3,1.0,intentional attack,,,7.01,7311595.0,3268677.0,84.05,2380.0,3.57,3647,374911,0.972764202704108,6973281.0,2013-08-26 20:15:00,2013-08-26 20:16:00
2012.0,8.0,Washington,WECC,Northwest,normal,0.3,255.0,intentional attack,,,6.88,7436369.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-08-11 12:45:00,2012-08-11 17:00:00
2011.0,9.0,Washington,WECC,Northwest,cold,-0.8,1207.0,intentional attack,,,6.74,6957091.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-09-08 19:53:00,2011-09-09 16:00:00
2011.0,6.0,Washington,WECC,Northwest,normal,-0.3,0.0,intentional attack,0.0,0.0,6.4,7334593.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-06-30 22:31:00,2011-06-30 22:31:00
2011.0,6.0,Washington,WECC,Northwest,normal,-0.3,0.0,intentional attack,,,6.4,7334593.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-06-27 18:55:00,2011-06-27 18:55:00
2011.0,9.0,Washington,WECC,Northwest,cold,-0.8,245.0,intentional attack,,,6.74,6957091.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-09-20 12:55:00,2011-09-20 17:00:00
2011.0,10.0,Washington,WECC,Northwest,cold,-0.9,476.0,intentional attack,,,6.73,7020528.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-10-07 08:04:00,2011-10-07 16:00:00
2012.0,7.0,Washington,WECC,Northwest,normal,0.1,1.0,intentional attack,,,6.81,7342873.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-07-06 15:05:00,2012-07-06 15:06:00
2006.0,12.0,Washington,WECC,Northwest,warm,0.9,2639.0,severe weather,750.0,175000.0,6.74,7734340.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-12-14 00:01:00,2006-12-15 20:00:00
2012.0,4.0,Washington,WECC,Northwest,normal,-0.4,502.0,intentional attack,,,6.94,7565294.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-04-12 08:08:00,2012-04-12 16:30:00
2014.0,6.0,Washington,WECC,Northwest,normal,0.0,548.0,intentional attack,,,6.8,6970472.0,3297238.0,84.05,2380.0,3.57,3356,386000,0.869430051813471,7063166.0,2014-06-18 09:52:00,2014-06-18 19:00:00
2011.0,8.0,Washington,WECC,Northwest,cold,-0.6,369.0,intentional attack,,,6.69,7366208.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-08-18 09:51:00,2011-08-18 16:00:00
2003.0,12.0,Washington,WECC,Northwest,normal,0.3,6480.0,severe weather,175.0,200000.0,5.89,7687275.0,2895063.0,84.05,2380.0,3.57,3496,301892,1.15803002398209,6104115.0,2003-12-04 07:00:00,2003-12-08 19:00:00
2012.0,5.0,Washington,WECC,Northwest,normal,-0.3,15.0,intentional attack,,,6.73,7177447.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-05-11 11:05:00,2012-05-11 11:20:00
2013.0,7.0,Washington,WECC,Northwest,normal,-0.3,5.0,intentional attack,,,7.03,7412771.0,3268677.0,84.05,2380.0,3.57,3647,374911,0.972764202704108,6973281.0,2013-07-25 13:10:00,2013-07-25 13:15:00
2011.0,12.0,Washington,WECC,Northwest,cold,-0.9,1.0,intentional attack,,,7.07,8852112.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-12-20 09:30:00,2011-12-20 09:31:00
2012.0,1.0,Washington,WECC,Northwest,cold,-0.7,0.0,intentional attack,,,7.06,8988060.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-01-24 11:22:00,2012-01-24 11:22:00
2011.0,12.0,Washington,WECC,Northwest,cold,-0.9,432.0,intentional attack,,,7.07,8852112.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-12-19 08:48:00,2011-12-19 16:00:00
2015.0,6.0,Washington,WECC,Northwest,warm,1.0,21.0,islanding,0.0,0.0,7.45,6974162.0,3340024.0,84.05,2380.0,3.57,3461,404972,0.854626986557095,7170351.0,2015-06-29 19:21:00,2015-06-29 19:42:00
2011.0,9.0,Washington,WECC,Northwest,cold,-0.8,1697.0,intentional attack,,,6.74,6957091.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-09-13 11:43:00,2011-09-14 16:00:00
2011.0,6.0,Washington,WECC,Northwest,normal,-0.3,0.0,intentional attack,0.0,0.0,6.4,7334593.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-06-22 20:12:00,2011-06-22 20:12:00
2012.0,4.0,Washington,WECC,Northwest,normal,-0.4,2615.0,intentional attack,,,6.94,7565294.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-04-21 20:55:00,2012-04-23 16:30:00
2006.0,12.0,Washington,WECC,Northwest,warm,0.9,9630.0,severe weather,360.0,172060.0,6.74,7734340.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-12-14 05:30:00,2006-12-20 22:00:00
2006.0,2.0,Washington,WECC,Northwest,cold,-0.6,3507.0,severe weather,150.0,123827.0,6.17,7731265.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-02-04 01:34:00,2006-02-06 12:01:00
2006.0,12.0,Washington,WECC,Northwest,warm,0.9,2820.0,severe weather,280.0,75000.0,6.74,7734340.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-12-14 17:00:00,2006-12-16 16:00:00
2011.0,7.0,Washington,WECC,Northwest,normal,-0.3,314.0,intentional attack,,,6.65,7146468.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-07-29 11:46:00,2011-07-29 17:00:00
2006.0,11.0,Washington,WECC,Northwest,warm,0.9,5855.0,severe weather,50.0,50000.0,6.61,6636190.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-11-15 13:00:00,2006-11-19 14:35:00
2011.0,6.0,Washington,WECC,Northwest,normal,-0.3,0.0,intentional attack,0.0,0.0,6.4,7334593.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-06-20 10:36:00,2011-06-20 10:36:00
2012.0,1.0,Washington,WECC,Northwest,cold,-0.7,0.0,intentional attack,,,7.06,8988060.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-01-29 12:45:00,2012-01-29 12:45:00
2014.0,3.0,Washington,WECC,Northwest,normal,-0.4,1.0,fuel supply emergency,630.0,,7.29,8423104.0,3297238.0,84.05,2380.0,3.57,3356,386000,0.869430051813471,7063166.0,2014-03-03 01:48:00,2014-03-03 01:49:00
2006.0,12.0,Washington,WECC,Northwest,warm,0.9,22769.0,severe weather,,700000.0,6.74,7734340.0,3067933.0,84.05,2380.0,3.57,3657,335912,1.08867798709186,6370753.0,2006-12-13 04:30:00,2006-12-28 23:59:00
2012.0,5.0,Washington,WECC,Northwest,normal,-0.3,70.0,intentional attack,,,6.73,7177447.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-05-29 18:30:00,2012-05-29 19:40:00
2004.0,4.0,Washington,WECC,Northwest,normal,0.1,4285.0,severe weather,300.0,187000.0,5.72,6536704.0,2957979.0,84.05,2380.0,3.57,3596,306754,1.17227485216167,6178645.0,2004-04-27 12:35:00,2004-04-30 12:00:00
2011.0,8.0,Washington,WECC,Northwest,cold,-0.6,355.0,intentional attack,,,6.69,7366208.0,3219667.0,84.05,2380.0,3.57,3832,360358,1.06338696518462,6823229.0,2011-08-22 10:05:00,2011-08-22 16:00:00
2012.0,1.0,Washington,WECC,Northwest,cold,-0.7,0.0,intentional attack,,,7.06,8988060.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-01-15 09:35:00,2012-01-15 09:35:00
2015.0,8.0,Washington,WECC,Northwest,warm,1.4,2520.0,severe weather,1200.0,64000.0,7.42,7190121.0,3340024.0,84.05,2380.0,3.57,3461,404972,0.854626986557095,7170351.0,2015-08-29 13:00:00,2015-08-31 07:00:00
2012.0,1.0,Washington,WECC,Northwest,cold,-0.7,0.0,intentional attack,,,7.06,8988060.0,3236484.0,84.05,2380.0,3.57,3605,369797,0.974859179495777,6897292.0,2012-01-04 12:14:00,2012-01-04 12:14:00
2013.0,5.0,Washington,WECC,Northwest,normal,-0.2,180.0,islanding,,,6.86,7201767.0,3268677.0,84.05,2380.0,3.57,3647,374911,0.972764202704108,6973281.0,2013-05-09 13:21:00,2013-05-09 16:21:00
2011.0,6.0,Arizona,WECC,Southwest,normal,-0.3,554.0,system operability disruption,5299.0,160000.0,10.5,7057869.0,2888138.0,89.81,2625.4,1.92,6056,248828,2.433809699873,6468732.0,2011-06-30 14:11:00,2011-06-30 23:25:00
2015.0,2.0,Arizona,WECC,Southwest,warm,0.5,50.0,intentional attack,,,9.52,4715638.0,3011739.0,89.81,2625.4,1.92,5190,263842,1.96708636229258,6828065.0,2015-02-19 14:30:00,2015-02-19 15:20:00
2015.0,2.0,Arizona,WECC,Southwest,warm,0.5,70.0,intentional attack,,,9.52,4715638.0,3011739.0,89.81,2625.4,1.92,5190,263842,1.96708636229258,6828065.0,2015-02-17 06:20:00,2015-02-17 07:30:00
2013.0,12.0,Arizona,WECC,Southwest,normal,-0.3,180.0,intentional attack,,,9.37,5570101.0,2947070.0,89.81,2625.4,1.92,5492,254141,2.16100511133583,6630799.0,2013-12-27 09:43:00,2013-12-27 12:43:00
2013.0,7.0,Arizona,WECC,Southwest,normal,-0.3,3842.0,intentional attack,455.0,,11.1,8548328.0,2947070.0,89.81,2625.4,1.92,5492,254141,2.16100511133583,6630799.0,2013-07-11 23:20:00,2013-07-14 15:22:00
2003.0,7.0,Arizona,WECC,Southwest,normal,0.1,35.0,equipment failure,1000.0,47000.0,7.78,7071255.0,2422954.0,89.81,2625.4,1.92,4822,224621,2.14672715373896,5510364.0,2003-07-01 15:15:00,2003-07-01 15:50:00
2013.0,10.0,Arizona,WECC,Southwest,normal,-0.3,1.0,intentional attack,,,10.11,5509794.0,2947070.0,89.81,2625.4,1.92,5492,254141,2.16100511133583,6630799.0,2013-10-26 07:13:00,2013-10-26 07:14:00
2013.0,8.0,Arizona,WECC,Southwest,normal,-0.3,189.0,intentional attack,,,10.91,8298927.0,2947070.0,89.81,2625.4,1.92,5492,254141,2.16100511133583,6630799.0,2013-08-22 08:40:00,2013-08-22 11:49:00
2004.0,7.0,Arizona,WECC,Southwest,warm,0.5,49320.0,severe weather,,,7.91,7078856.0,2522274.0,89.81,2625.4,1.92,5113,232702,2.19723079303143,5652404.0,2004-07-06 06:00:00,2004-08-09 12:00:00
2009.0,12.0,Arizona,WECC,Southwest,warm,1.3,4200.0,severe weather,,140000.0,8.65,5341392.0,2851115.0,89.81,2625.4,1.92,5598,243102,2.30273712268924,6343154.0,2009-12-08 01:00:00,2009-12-10 23:00:00
2014.0,5.0,Arizona,WECC,Southwest,normal,-0.1,353.0,intentional attack,,,10.62,6389121.0,2981625.0,89.81,2625.4,1.92,5365,258744,2.07347803234085,6728783.0,2014-05-27 11:00:00,2014-05-27 16:53:00
2014.0,1.0,Arizona,WECC,Southwest,cold,-0.5,1.0,intentional attack,,,9.27,5549419.0,2981625.0,89.81,2625.4,1.92,5365,258744,2.07347803234085,6728783.0,2014-01-13 16:44:00,2014-01-13 16:45:00
2014.0,1.0,Arizona,WECC,Southwest,cold,-0.5,87.0,intentional attack,,,9.27,5549419.0,2981625.0,89.81,2625.4,1.92,5365,258744,2.07347803234085,6728783.0,2014-01-16 12:30:00,2014-01-16 13:57:00
2000.0,6.0,Arizona,WECC,Southwest,cold,-0.7,66.0,severe weather,138.0,40911.0,7.93,5783132.0,2193562.0,89.81,2625.4,1.92,5745,202536,2.83653276454556,5160586.0,2000-06-14 15:54:00,2000-06-14 17:00:00
2014.0,6.0,Arizona,WECC,Southwest,normal,0.0,1.0,intentional attack,,,10.91,7738942.0,2981625.0,89.81,2625.4,1.92,5365,258744,2.07347803234085,6728783.0,2014-06-11 09:30:00,2014-06-11 09:31:00
2016.0,2.0,Arizona,WECC,Southwest,warm,2.0,227.0,intentional attack,2.0,2713.0,9.44,5184547.0,3051839.0,89.81,2625.4,1.92,5562,269024,2.0674735339598,6908642.0,2016-02-26 16:35:00,2016-02-26 20:22:00
